order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
1089,3220,2024-03-05,375,29,205.05,5946.45,Completed,2024-03-29
1090,5720,2022-08-25,490,34,148.13,5036.42,Cancelled,2022-12-03
1091,1077,2024-01-14,239,11,100.1,1101.1,Completed,2024-12-28
1092,2351,2024-11-28,467,9,282.75,2544.75,Cancelled,2023-04-02
1093,9203,2022-07-20,62,23,276.6,6361.8,Cancelled,2024-07-25
1094,3213,2023-07-30,286,10,285.85,2858.5,Completed,2022-06-15
1095,7361,2022-05-28,45,48,421.21,20218.08,Cancelled,2024-08-02
1096,3872,2024-04-12,377,45,460.7,20731.5,Cancelled,2023-05-28
1097,908,2024-04-10,358,50,142.91,7145.5,Completed,2022-07-04
1098,7452,2023-11-25,439,49,350.27,17163.23,Completed,2022-02-28
1099,1299,2022-03-14,163,45,277.31,12478.95,Cancelled,2024-03-31
1100,9869,2022-03-15,21,11,191.31,2104.41,Cancelled,2024-05-24
1101,1741,2023-12-04,1,41,153.59,6297.19,Completed,2023-09-22
1102,7261,2022-03-11,97,18,48.44,871.92,Completed,2023-08-20
1103,7591,2024-10-05,64,43,98.94,4254.42,Completed,2023-12-14
1104,7478,2024-03-07,1,24,282.56,6781.44,Completed,2024-12-19
1105,2530,2024-03-05,155,46,435.97,20054.62,Pending,2022-05-13
1106,2668,2023-10-30,366,7,155.48,1088.36,Cancelled,2023-09-19
1107,3412,2022-02-11,137,5,328.85,1644.25,Completed,2023-05-10
1108,3280,2024-03-29,225,17,200.93,3415.81,Completed,2023-10-24
1109,5759,2023-05-26,158,49,162.86,7980.14,Pending,2024-10-30
1110,364,2023-01-02,236,44,493.2,21700.8,Pending,2023-09-12
1111,5544,2024-09-18,500,26,219.7,5712.2,Completed,2024-12-28
1112,1994,2022-02-27,445,33,65.9,2174.7,Pending,2024-09-30
1113,2580,2023-09-23,137,5,362.27,1811.35,Pending,2024-04-10
1114,8554,2022-01-02,44,16,351.66,5626.56,Completed,2022-04-25
1115,5341,2024-06-02,234,26,332.17,8636.42,Pending,2022-07-28
1116,8628,2024-08-27,423,6,194.31,1165.86,Pending,2023-04-16
1117,6219,2022-01-04,220,49,385.24,18876.76,Pending,2022-08-18
1118,6393,2024-07-28,427,40,56.69,2267.6,Completed,2024-10-22
1119,301,2023-11-14,439,44,395.67,17409.48,Pending,2022-09-13
1120,3101,2023-07-27,160,45,452.72,20372.4,Cancelled,2023-08-29
1121,6438,2022-12-17,81,18,69.23,1246.14,Cancelled,2022-07-07
1122,7059,2022-04-17,448,27,189.77,5123.79,Completed,2023-08-31
1123,7883,2024-09-25,31,46,130.42,5999.32,Cancelled,2023-09-23
1124,9809,2024-02-24,432,22,183.34,4033.48,Completed,2022-10-08
1125,6147,2023-10-23,127,13,426.73,5547.49,Completed,2024-11-09
1126,6128,2024-12-09,187,48,264.36,12689.28,Cancelled,2023-02-04
1127,2843,2023-09-07,426,17,49.24,837.08,Cancelled,2022-06-04
1128,796,2023-09-02,64,28,492.43,13788.04,Cancelled,2024-12-12
1129,8210,2022-09-27,15,18,271.72,4890.96,Cancelled,2024-04-06
1130,6750,2022-03-24,419,7,228.42,1598.94,Completed,2023-02-04
1131,133,2024-11-20,334,46,104.25,4795.5,Pending,2023-01-15
1132,1757,2022-10-10,146,46,324.47,14925.62,Completed,2023-01-06
1133,4403,2023-06-15,418,40,204.42,8176.8,Completed,2022-10-30
1134,5483,2024-04-03,256,2,464.29,928.58,Pending,2024-04-28
1135,6899,2023-10-23,52,45,85.12,3830.4,Completed,2024-05-19
1136,9058,2023-11-26,361,32,375.76,12024.32,Completed,2024-03-22
1137,1124,2023-06-09,284,29,492.02,14268.58,Completed,2023-04-10
1138,2775,2023-04-12,462,24,210.14,5043.36,Pending,2022-01-16
1139,3750,2023-11-08,59,17,429.52,7301.84,Cancelled,2022-11-16
1140,2863,2024-07-22,158,50,32.73,1636.5,Cancelled,2024-02-03
1141,144,2022-12-12,234,29,268.56,7788.24,Cancelled,2022-07-10
1142,2970,2024-05-18,410,6,131.86,791.16,Pending,2022-06-04
1143,6816,2022-11-15,31,14,471.87,6606.18,Cancelled,2022-12-10
1144,209,2023-11-24,133,34,371.49,12630.66,Cancelled,2024-08-11
1145,2468,2024-07-22,444,48,72.27,3468.96,Completed,2024-10-20
1146,3565,2023-08-16,278,11,374.22,4116.42,Pending,2024-09-14
1147,6175,2023-09-22,374,32,405.99,12991.68,Pending,2023-07-11
1148,9330,2024-01-25,361,41,314.77,12905.57,Cancelled,2024-01-24
1149,6507,2023-03-16,264,30,60.2,1806.0,Completed,2023-03-24
1150,5779,2024-07-04,490,1,315.59,315.59,Cancelled,2024-12-01
1151,1307,2024-09-06,282,1,212.95,212.95,Cancelled,2024-09-14
1152,5439,2024-06-01,103,34,117.81,4005.54,Cancelled,2022-12-03
1153,1059,2023-03-29,496,19,78.33,1488.27,Cancelled,2024-10-15
1154,1563,2022-07-27,372,43,487.93,20980.99,Completed,2024-01-08
1155,718,2023-12-02,398,26,21.4,556.4,Cancelled,2022-09-06
1156,1225,2023-03-27,61,1,156.8,156.8,Pending,2024-03-05
1157,1178,2022-12-03,300,30,222.17,6665.1,Completed,2023-12-20
1158,6719,2022-09-28,454,46,142.72,6565.12,Pending,2023-04-06
1159,3411,2024-01-02,408,26,361.44,9397.44,Completed,2023-11-10
1160,2430,2022-10-03,372,49,139.46,6833.54,Completed,2022-03-06
1161,9562,2024-04-19,340,21,16.99,356.79,Cancelled,2022-05-05
1162,6479,2024-01-04,52,4,426.66,1706.64,Pending,2022-07-24
1163,3410,2022-03-22,280,11,488.71,5375.81,Pending,2022-07-06
1164,8222,2022-06-28,103,39,213.87,8340.93,Cancelled,2024-05-31
1165,2381,2022-11-10,283,25,459.77,11494.25,Pending,2024-07-28
1166,6622,2022-11-17,338,50,447.3,22365.0,Cancelled,2024-09-15
1167,9635,2024-06-19,53,2,78.26,156.52,Pending,2024-05-12
1168,7866,2022-09-25,310,35,418.16,14635.6,Cancelled,2024-04-10
1169,3491,2023-04-08,75,4,449.9,1799.6,Cancelled,2024-08-04
1170,2048,2024-08-19,345,19,209.12,3973.28,Pending,2024-06-27
1171,146,2022-06-10,199,5,334.44,1672.2,Cancelled,2022-04-20
1172,3263,2022-02-02,414,7,332.98,2330.86,Cancelled,2024-06-26
1173,668,2022-08-18,217,26,483.89,12581.14,Completed,2022-09-11
1174,7811,2022-04-08,338,2,33.64,67.28,Cancelled,2024-01-21
1175,2654,2024-12-27,452,20,107.78,2155.6,Completed,2023-08-19
1176,2931,2024-07-27,19,7,446.03,3122.21,Cancelled,2023-12-18
1177,7451,2024-06-15,414,49,348.46,17074.54,Pending,2023-06-08
1178,5766,2023-10-03,148,26,320.19,8324.94,Pending,2023-07-28
1179,1890,2024-01-19,481,6,494.35,2966.1,Cancelled,2024-10-15
1180,8269,2023-05-07,273,37,133.17,4927.29,Cancelled,2024-04-26
1181,2090,2023-07-31,276,19,201.35,3825.65,Completed,2022-04-22
1182,5258,2023-06-28,400,13,386.55,5025.15,Cancelled,2023-01-17
1183,2469,2022-12-16,47,15,279.49,4192.35,Completed,2022-09-27
1184,3304,2024-02-15,368,5,378.04,1890.2,Pending,2024-08-16
1185,6596,2023-02-09,111,47,258.83,12165.01,Completed,2024-12-22
1186,970,2022-04-15,139,44,171.25,7535.0,Cancelled,2023-03-11
1187,5426,2024-01-27,375,41,177.5,7277.5,Cancelled,2023-05-05
1188,5314,2024-08-04,461,27,138.3,3734.1,Pending,2022-09-21
1189,786,2023-10-24,276,40,438.2,17528.0,Pending,2022-03-19
1190,6676,2022-09-29,361,16,431.52,6904.32,Pending,2022-03-29
1191,7806,2023-04-09,82,42,83.37,3501.54,Cancelled,2022-08-30
1192,7018,2022-11-11,456,11,167.35,1840.85,Cancelled,2024-11-25
1193,5129,2024-12-01,213,43,204.45,8791.35,Pending,2023-05-25
1194,1138,2024-07-08,6,11,279.88,3078.68,Cancelled,2023-07-03
1195,9292,2022-08-02,204,10,426.93,4269.3,Cancelled,2023-06-12
1196,9300,2023-12-24,46,18,286.27,5152.86,Completed,2023-06-25
1197,3322,2024-02-03,245,38,299.35,11375.3,Cancelled,2023-01-08
1198,5048,2022-02-06,394,36,276.56,9956.16,Cancelled,2024-04-13
1199,1101,2024-07-12,424,5,491.21,2456.05,Cancelled,2024-11-02
1200,4578,2024-08-30,342,13,448.98,5836.74,Completed,2023-11-11
1201,6228,2023-06-09,443,1,196.72,196.72,Cancelled,2024-12-24
1202,7748,2024-12-07,123,26,397.09,10324.34,Completed,2024-03-19
1203,2050,2024-11-21,247,23,374.57,8615.11,Pending,2022-05-08
1204,5925,2022-04-09,479,19,110.11,2092.09,Cancelled,2022-02-14
1205,5362,2024-02-10,55,10,27.61,276.1,Completed,2022-05-19
1206,658,2022-11-28,446,30,322.15,9664.5,Cancelled,2024-06-05
1207,3626,2023-10-25,50,10,484.05,4840.5,Completed,2022-10-23
1208,7223,2022-12-19,77,40,151.41,6056.4,Pending,2024-01-29
1209,919,2024-04-14,478,42,457.15,19200.3,Completed,2023-10-05
1210,5667,2023-02-01,307,22,432.72,9519.84,Pending,2024-04-23
1211,1282,2023-12-20,293,47,142.26,6686.22,Cancelled,2024-04-21
1212,6812,2023-03-19,257,28,167.8,4698.4,Cancelled,2024-05-20
1213,3820,2022-12-11,407,29,259.78,7533.62,Pending,2024-11-23
1214,540,2023-04-29,474,17,411.68,6998.56,Completed,2023-01-27
1215,5270,2022-09-17,212,28,105.22,2946.16,Completed,2023-01-09
1216,5346,2023-11-19,499,30,296.25,8887.5,Completed,2024-05-26
1217,3466,2022-04-02,495,22,281.59,6194.98,Cancelled,2024-12-15
1218,1780,2023-04-14,369,46,299.8,13790.8,Completed,2022-10-12
1219,4231,2024-11-10,461,29,379.79,11013.91,Completed,2024-08-13
1220,6786,2022-10-15,383,42,70.56,2963.52,Cancelled,2023-03-22
1221,4552,2024-08-06,132,43,116.01,4988.43,Pending,2024-02-08
1222,9,2023-01-04,137,6,424.01,2544.06,Completed,2024-01-24
1223,6884,2024-07-20,38,29,101.32,2938.28,Pending,2022-02-01
1224,4457,2022-01-28,30,26,50.62,1316.12,Cancelled,2023-11-25
1225,2576,2024-10-25,110,30,399.77,11993.1,Pending,2024-08-10
1226,3810,2022-11-08,105,34,147.07,5000.38,Pending,2022-01-15
1227,5408,2024-07-24,425,8,131.46,1051.68,Completed,2023-08-01
1228,7931,2022-09-09,121,38,131.96,5014.48,Cancelled,2022-05-13
1229,7288,2022-11-19,250,50,469.15,23457.5,Pending,2024-12-20
1230,2551,2023-03-08,43,48,156.05,7490.4,Pending,2022-09-14
1231,7584,2024-12-28,493,14,364.55,5103.7,Cancelled,2022-08-15
1232,1733,2024-01-18,493,40,112.92,4516.8,Cancelled,2022-03-19
1233,4929,2022-04-03,174,40,384.47,15378.8,Cancelled,2024-09-09
1234,8938,2024-12-24,90,10,370.93,3709.3,Completed,2022-01-21
1235,7979,2022-10-10,447,14,79.99,1119.86,Completed,2024-12-27
1236,5544,2023-10-15,124,50,226.22,11311.0,Completed,2023-11-25
1237,6958,2024-03-30,395,40,57.1,2284.0,Cancelled,2023-10-17
1238,317,2022-03-14,166,15,62.19,932.85,Completed,2024-09-10
1239,3457,2022-06-11,476,34,92.49,3144.66,Pending,2022-10-06
1240,819,2023-10-25,128,1,61.88,61.88,Cancelled,2024-05-09
1241,4311,2024-06-02,16,31,484.84,15030.04,Pending,2022-08-08
1242,1579,2024-05-03,164,40,255.66,10226.4,Pending,2024-07-28
1243,6503,2024-10-28,475,47,162.02,7614.94,Cancelled,2022-02-09
1244,7801,2023-06-13,363,45,459.19,20663.55,Cancelled,2024-10-28
1245,6712,2024-07-27,490,33,89.39,2949.87,Cancelled,2024-11-30
1246,144,2023-03-16,270,11,465.21,5117.31,Pending,2023-10-22
1247,6340,2024-02-07,342,28,429.35,12021.8,Cancelled,2024-12-14
1248,5999,2024-11-10,374,42,453.44,19044.48,Completed,2023-06-20
1249,5944,2024-05-21,153,42,426.89,17929.38,Cancelled,2022-09-17
1250,314,2023-07-17,456,38,454.81,17282.78,Cancelled,2024-09-09
1251,2727,2023-07-10,96,21,125.28,2630.88,Pending,2024-09-06
1252,8041,2024-11-23,163,41,336.5,13796.5,Cancelled,2023-12-03
1253,5551,2024-07-23,209,17,379.23,6446.91,Cancelled,2023-05-23
1254,7145,2023-07-12,96,38,432.87,16449.06,Completed,2022-10-15
1255,1662,2022-03-15,95,6,261.8,1570.8,Completed,2022-10-12
1256,7064,2022-07-15,101,43,280.41,12057.63,Pending,2023-07-06
1257,7134,2022-06-17,240,17,36.02,612.34,Pending,2024-02-28
1258,3570,2024-06-28,169,13,245.18,3187.34,Completed,2022-05-02
1259,313,2023-10-23,31,19,18.71,355.49,Completed,2022-11-24
1260,6209,2022-05-01,447,31,329.97,10229.07,Pending,2022-05-20
1261,8933,2024-08-15,432,29,370.4,10741.6,Cancelled,2024-02-20
1262,2685,2023-07-01,347,25,183.79,4594.75,Pending,2023-01-23
1263,2054,2022-09-27,35,50,162.45,8122.5,Pending,2024-08-21
1264,5161,2022-10-31,263,6,141.0,846.0,Pending,2024-07-03
1265,2958,2022-02-20,188,9,383.01,3447.09,Cancelled,2022-03-02
1266,265,2022-12-24,168,34,121.01,4114.34,Cancelled,2023-06-02
1267,5383,2023-11-23,238,35,223.53,7823.55,Pending,2022-01-28
1268,4276,2022-08-20,499,29,157.9,4579.1,Pending,2024-05-20
1269,8479,2022-03-12,160,25,138.78,3469.5,Cancelled,2024-12-07
1270,7139,2024-12-14,38,38,229.09,8705.42,Pending,2022-01-01
1271,2862,2022-10-17,254,39,219.56,8562.84,Pending,2023-03-09
1272,3684,2023-06-06,231,28,476.58,13344.24,Pending,2024-07-27
1273,5250,2022-06-23,338,6,47.4,284.4,Cancelled,2022-11-28
1274,6632,2022-12-20,45,40,132.9,5316.0,Pending,2024-09-08
1275,9426,2022-04-16,226,34,115.58,3929.72,Completed,2023-10-05
1276,9498,2022-10-13,413,46,230.55,10605.3,Completed,2024-02-24
1277,6848,2023-01-22,433,11,466.16,5127.76,Pending,2023-09-15
1278,4326,2022-08-07,346,26,119.98,3119.48,Completed,2024-09-04
1279,7871,2024-07-11,221,45,189.13,8510.85,Cancelled,2022-10-31
1280,822,2024-05-16,251,42,121.37,5097.54,Pending,2024-09-07
1281,123,2024-08-22,237,5,465.43,2327.15,Pending,2023-09-19
1282,4155,2022-01-05,288,28,384.79,10774.12,Cancelled,2023-07-11
1283,5587,2024-02-02,42,37,158.45,5862.65,Completed,2024-07-31
1284,57,2023-08-27,160,22,115.7,2545.4,Pending,2022-10-05
1285,4839,2022-12-20,380,36,317.09,11415.24,Cancelled,2024-04-26
1286,8729,2023-03-20,418,23,468.3,10770.9,Cancelled,2022-06-06
1287,7644,2023-12-10,131,47,281.16,13214.52,Cancelled,2024-08-03
1288,7833,2024-02-18,492,22,201.97,4443.34,Cancelled,2023-01-30
1289,187,2023-11-17,260,40,285.21,11408.4,Completed,2022-07-10
1290,1658,2024-12-26,348,4,332.59,1330.36,Pending,2024-04-26
1291,869,2022-11-05,331,13,218.58,2841.54,Cancelled,2022-03-27
1292,5788,2024-12-29,118,19,282.85,5374.15,Pending,2023-12-22
1293,3458,2024-08-01,139,32,208.42,6669.44,Cancelled,2023-10-22
1294,1005,2023-04-19,388,39,410.67,16016.13,Cancelled,2024-07-05
1295,7710,2024-04-16,295,18,326.09,5869.62,Cancelled,2023-01-12
1296,6586,2023-03-20,497,45,30.97,1393.65,Completed,2024-06-22
1297,8086,2022-11-11,19,17,442.94,7529.98,Pending,2022-08-22
1298,1346,2022-02-23,35,23,118.38,2722.74,Pending,2023-02-25
1299,7074,2022-11-18,271,38,171.72,6525.36,Completed,2024-09-18
1300,5647,2023-09-09,306,29,418.87,12147.23,Pending,2022-10-20
1301,7085,2024-08-21,494,33,208.14,6868.62,Pending,2024-12-11
1302,1277,2023-03-29,464,24,102.06,2449.44,Completed,2024-09-19
1303,3598,2022-01-11,100,12,89.25,1071.0,Cancelled,2023-04-27
1304,172,2024-08-15,111,17,414.54,7047.18,Completed,2023-03-20
1305,3761,2024-02-02,497,44,177.65,7816.6,Pending,2023-07-05
1306,2526,2023-06-22,164,1,217.22,217.22,Pending,2023-09-29
1307,533,2024-05-21,280,36,412.87,14863.32,Pending,2023-12-16
1308,4723,2024-10-30,209,24,354.15,8499.6,Pending,2023-05-11
1309,810,2024-11-30,420,24,310.05,7441.2,Completed,2023-02-10
1310,4838,2022-02-14,19,21,251.14,5273.94,Cancelled,2024-02-18
1311,4795,2023-04-19,360,19,451.67,8581.73,Completed,2022-08-01
1312,7621,2024-07-20,448,29,65.33,1894.57,Pending,2022-09-14
1313,3639,2023-10-05,173,49,191.0,9359.0,Cancelled,2024-06-03
1314,6639,2024-01-11,221,17,405.96,6901.32,Completed,2024-10-11
1315,8536,2024-07-06,195,37,113.19,4188.03,Pending,2023-10-29
1316,7146,2022-06-04,401,3,242.24,726.72,Pending,2024-07-12
1317,2593,2024-07-22,208,36,492.71,17737.56,Pending,2022-01-02
1318,2788,2023-02-24,238,42,324.5,13629.0,Pending,2023-04-12
1319,7082,2024-06-17,381,24,308.16,7395.84,Completed,2023-12-08
1320,6608,2023-01-22,291,14,149.93,2099.02,Completed,2022-12-22
1321,6282,2024-06-09,470,37,65.62,2427.94,Cancelled,2022-01-09
1322,2126,2024-03-25,1,43,16.91,727.13,Pending,2023-11-21
1323,5048,2022-04-08,498,50,124.48,6224.0,Completed,2022-04-06
1324,4173,2024-06-22,91,9,358.19,3223.71,Pending,2022-06-12
1325,6992,2022-11-04,256,5,206.8,1034.0,Cancelled,2022-08-07
1326,9269,2022-05-14,263,27,20.19,545.13,Pending,2022-09-05
1327,6726,2022-07-29,348,9,310.24,2792.16,Cancelled,2024-05-09
1328,2500,2022-08-29,236,15,365.56,5483.4,Completed,2022-04-20
1329,745,2024-01-25,5,22,416.87,9171.14,Pending,2024-12-14
1330,8092,2023-06-20,267,21,282.57,5933.97,Completed,2024-03-16
1331,9273,2024-10-04,104,6,166.82,1000.92,Completed,2022-02-23
1332,9503,2022-11-08,385,11,495.34,5448.74,Pending,2022-03-29
1333,8461,2022-11-17,464,47,122.58,5761.26,Cancelled,2022-11-15
1334,3308,2022-12-13,48,46,409.4,18832.4,Pending,2024-11-25
1335,3607,2022-02-16,198,30,158.73,4761.9,Completed,2023-10-25
1336,1716,2022-11-12,394,38,449.76,17090.88,Completed,2022-08-25
1337,4450,2024-12-21,334,9,215.97,1943.73,Pending,2022-07-03
1338,8077,2024-10-22,136,47,384.02,18048.94,Pending,2023-04-09
1339,7575,2024-04-21,131,32,381.31,12201.92,Cancelled,2024-08-23
1340,5350,2024-03-03,366,6,146.28,877.68,Completed,2022-07-28
1341,3396,2023-10-08,135,39,231.34,9022.26,Cancelled,2022-06-13
1342,5178,2022-10-11,360,6,36.49,218.94,Completed,2023-02-21
1343,7491,2023-12-24,358,48,373.92,17948.16,Completed,2024-08-14
1344,1780,2024-04-10,68,39,281.38,10973.82,Completed,2023-04-04
1345,7299,2023-09-26,252,5,46.95,234.75,Cancelled,2022-03-05
1346,6089,2023-11-29,76,4,100.69,402.76,Pending,2022-03-28
1347,520,2022-08-29,132,37,394.81,14607.97,Completed,2024-08-02
1348,9262,2024-12-15,278,13,246.42,3203.46,Pending,2023-11-01
1349,1263,2024-02-17,471,44,183.74,8084.56,Pending,2022-04-24
1350,7553,2023-11-10,199,30,65.55,1966.5,Completed,2024-07-27
1351,1176,2022-06-01,464,3,229.78,689.34,Completed,2022-02-01
1352,5886,2022-06-21,273,24,491.9,11805.6,Cancelled,2022-01-23
1353,6507,2023-01-23,264,45,218.84,9847.8,Cancelled,2022-04-20
1354,9890,2024-05-25,367,11,170.67,1877.37,Pending,2022-08-06
1355,5982,2023-10-15,179,42,240.66,10107.72,Pending,2024-12-01
1356,2181,2023-11-06,197,12,252.18,3026.16,Completed,2023-01-16
1357,5229,2022-10-16,115,15,293.85,4407.75,Pending,2024-04-19
1358,1007,2022-10-17,391,15,478.1,7171.5,Cancelled,2024-09-02
1359,6694,2022-08-30,372,38,488.56,18565.28,Completed,2022-08-29
1360,938,2024-09-14,186,5,176.3,881.5,Cancelled,2022-01-17
1361,6141,2023-07-17,74,26,450.74,11719.24,Completed,2023-04-02
1362,3409,2022-03-15,162,7,313.85,2196.95,Cancelled,2023-07-11
1363,8269,2023-11-14,369,44,20.26,891.44,Pending,2023-06-28
1364,5122,2024-12-11,238,6,238.17,1429.02,Completed,2023-07-06
1365,4645,2024-12-07,460,23,302.36,6954.28,Completed,2022-10-09
1366,1970,2023-07-25,158,24,414.91,9957.84,Cancelled,2023-11-28
1367,9432,2023-05-02,327,35,17.24,603.4,Cancelled,2024-10-06
1368,5863,2023-03-23,451,49,181.93,8914.57,Cancelled,2022-01-02
1369,3223,2023-10-22,439,32,176.46,5646.72,Cancelled,2023-10-17
1370,150,2022-11-04,335,24,434.39,10425.36,Cancelled,2024-12-22
