product_id,product_name,category,price,cost,stock_quantity,reorder_level
197,Basic Hub,Sports,358.13,291.07,217,29
198,Super Tool,Clothing,356.61,280.35,117,45
199,Wireless Tool,Beauty,846.7,487.4,838,89
200,Wireless Console,Electronics,612.9,330.63,710,44
201,Premium Product,Sports,705.67,157.95,347,54
202,Premium Product,Books,570.66,203.39,145,91
203,Premium Service,Software,222.98,212.82,349,30
204,Advanced Solution,Toys,779.07,285.96,86,16
205,Deluxe Product,Hardware,59.26,45.38,453,94
206,Ultra Hardware,Hardware,447.62,140.22,773,75
207,Standard System,Beauty,119.78,340.72,607,72
208,Smart Solution,Electronics,228.31,492.3,56,10
209,Professional Solution,Home & Garden,769.68,383.26,296,51
210,Standard Device,Food,749.54,91.97,389,78
211,Professional Console,Software,835.02,404.07,73,60
212,Premium Software,Electronics,465.16,43.54,320,83
213,Ultra Hub,Beauty,712.4,211.76,117,61
214,Premium System,Books,803.31,310.97,851,98
215,Advanced Service,Beauty,846.04,125.44,603,61
216,Smart Service,Beauty,871.82,374.17,226,52
217,Deluxe Service,Software,636.89,267.65,198,54
218,Advanced Product,Home & Garden,111.78,131.7,177,87
219,Deluxe Service,Books,951.78,315.83,475,82
220,Wireless Hardware,Hardware,646.56,493.33,330,90
221,Advanced Product,Food,77.6,223.89,310,45
222,Wireless Device,Toys,512.26,158.65,462,14
223,Premium System,Sports,85.96,432.8,875,21
224,Wireless Hub,Software,390.64,292.26,977,15
225,Super Hub,Home & Garden,328.31,240.44,154,17
226,Super Service,Toys,982.56,46.74,661,32
227,Premium Tool,Food,991.08,264.41,624,30
228,Advanced System,Sports,393.54,388.36,695,86
229,Premium System,Clothing,336.39,281.19,395,46
230,Basic Hub,Books,340.03,293.46,144,54
231,Basic Software,Books,599.09,469.31,317,81
232,Ultra System,Books,673.42,415.33,756,97
233,Smart Service,Beauty,513.4,14.02,316,33
234,Professional System,Food,200.09,499.99,158,19
235,Basic Service,Software,773.17,418.38,904,77
236,Premium System,Hardware,139.74,191.48,166,33
237,Wireless Product,Food,53.26,185.33,736,40
238,Super Hub,Sports,754.87,392.98,239,78
239,Professional Solution,Food,904.93,101.04,694,83
240,Super Hardware,Sports,780.34,253.94,428,30
241,Professional Hub,Books,874.27,30.83,492,57
242,Smart Service,Software,852.65,146.11,781,30
243,Basic Hardware,Software,155.88,221.55,969,38
244,Super System,Electronics,420.75,201.24,382,40
245,Ultra Service,Toys,232.29,162.75,101,93
246,Advanced Product,Books,47.92,459.11,483,99
247,Deluxe Hardware,Food,619.19,453.4,19,42
248,Professional Product,Software,940.82,306.4,433,24
249,Basic Tool,Sports,130.63,123.03,654,89
250,Super Service,Clothing,838.32,252.42,548,12
251,Smart Hub,Home & Garden,721.36,149.18,1,88
252,Advanced Tool,Hardware,422.4,333.86,87,77
253,Advanced Service,Software,548.64,394.27,519,80
254,Premium Software,Food,53.1,196.51,382,42
255,Premium System,Clothing,351.35,367.81,643,23
256,Wireless System,Books,53.89,275.28,833,92
257,Deluxe Hardware,Food,635.42,406.69,64,68
258,Premium Solution,Home & Garden,53.37,103.74,42,50
259,Basic Console,Beauty,989.23,273.8,259,14
260,Professional Solution,Toys,863.52,28.66,671,52
261,Basic Service,Toys,442.58,203.01,450,59
262,Advanced Product,Food,695.15,186.84,816,76
263,Basic Service,Beauty,88.14,303.21,842,33
264,Smart Solution,Toys,111.57,167.32,302,49
265,Super Hub,Beauty,174.98,224.73,457,15
266,Advanced Hub,Beauty,281.81,490.11,970,17
267,Standard Software,Toys,517.96,376.2,163,13
268,Deluxe Hub,Food,44.45,38.28,797,92
269,Advanced System,Beauty,949.97,21.03,157,96
270,Super System,Toys,449.5,43.06,140,77
271,Advanced Software,Toys,653.07,128.56,116,13
272,Deluxe Hardware,Software,393.12,283.03,268,43
273,Super Tool,Hardware,292.72,458.66,502,35
274,Standard Product,Clothing,457.52,449.85,455,21
275,Advanced System,Clothing,554.5,148.73,307,30
276,Deluxe System,Software,232.0,492.64,811,27
277,Professional Hardware,Electronics,367.29,288.28,478,80
278,Deluxe Hub,Clothing,75.09,202.09,734,71
279,Smart Software,Beauty,825.11,41.51,995,50
280,Standard Hardware,Food,683.31,175.53,899,80
281,Wireless Product,Books,438.29,455.8,56,25
282,Smart Product,Sports,173.01,164.72,726,38
283,Advanced Console,Sports,847.47,129.05,650,80
284,Basic Product,Sports,618.28,51.25,656,31
285,Wireless Hub,Books,179.49,314.12,923,87
286,Advanced Hub,Electronics,826.98,19.04,46,92
287,Wireless Solution,Home & Garden,769.29,211.21,654,13
288,Super Console,Sports,645.49,154.54,250,97
289,Ultra Solution,Food,82.24,34.66,450,63
290,Super Hardware,Home & Garden,346.79,76.12,882,50
291,Advanced Software,Books,763.06,259.92,108,50
292,Professional Hardware,Clothing,274.8,127.72,99,16
293,Basic Software,Hardware,423.95,481.53,923,30
294,Advanced Hub,Toys,197.94,83.87,527,69
295,Super Solution,Food,32.94,472.89,517,68
296,Professional Tool,Hardware,359.37,30.02,506,86
297,Super Solution,Software,18.1,58.21,137,43
298,Advanced Software,Toys,54.79,30.32,575,34
299,Advanced Console,Sports,82.8,254.61,782,80
300,Basic Hub,Hardware,127.62,487.67,403,57
301,Advanced Console,Toys,757.42,103.53,521,61
302,Smart Device,Electronics,48.52,358.23,823,70
303,Smart Hardware,Books,610.2,260.18,335,88
304,Advanced Product,Beauty,990.71,370.96,306,85
305,Advanced Console,Software,537.02,355.83,306,70
306,Premium System,Toys,677.07,490.05,597,49
307,Premium Hub,Food,272.88,329.52,995,84
308,Wireless Tool,Electronics,587.69,89.4,644,89
309,Ultra Product,Home & Garden,41.25,474.36,112,34
310,Premium Hardware,Toys,424.59,209.42,208,62
311,Smart Hub,Food,874.09,369.24,63,100
312,Deluxe Console,Home & Garden,565.28,499.07,489,77
313,Ultra System,Books,465.07,268.9,559,55
314,Basic Hub,Food,200.34,127.03,571,48
315,Professional Solution,Sports,707.85,346.67,500,50
316,Super System,Software,934.36,398.73,280,46
317,Standard Hub,Software,385.9,490.18,838,54
318,Deluxe Solution,Electronics,294.75,358.5,354,66
319,Basic Hardware,Home & Garden,210.05,271.6,955,81
320,Basic Product,Clothing,619.52,295.48,248,16
321,Smart Tool,Home & Garden,61.97,209.58,734,70
322,Standard Product,Electronics,964.87,489.07,161,62
323,Super Hardware,Home & Garden,758.35,147.19,292,92
324,Premium Service,Hardware,239.9,370.65,870,14
325,Deluxe Software,Books,934.58,22.99,856,60
326,Super Product,Sports,877.98,9.59,581,87
327,Standard System,Sports,459.81,322.45,536,73
328,Deluxe Console,Food,280.11,405.36,338,30
329,Super Solution,Books,23.94,171.87,302,82
330,Professional Product,Hardware,857.59,449.04,846,64
331,Smart System,Clothing,406.82,52.22,143,71
332,Advanced Tool,Electronics,268.18,121.58,771,44
333,Advanced Solution,Hardware,725.65,10.66,669,56
334,Professional Device,Clothing,470.74,84.06,702,74
335,Basic Service,Sports,373.87,114.32,980,27
336,Super Product,Food,750.26,304.84,425,99
337,Smart Hardware,Software,803.98,413.67,780,41
338,Wireless Service,Software,452.28,353.36,79,82
339,Standard Device,Software,903.86,105.07,549,29
340,Deluxe System,Software,447.42,341.75,734,84
341,Super Service,Software,451.03,32.54,135,75
342,Ultra Hardware,Hardware,67.16,233.88,826,49
343,Premium Software,Sports,818.29,374.17,592,19
344,Premium Software,Toys,703.38,272.88,61,18
345,Super Device,Sports,414.78,385.64,784,92
346,Ultra System,Beauty,454.05,458.97,386,58
347,Standard Console,Books,657.0,177.15,182,78
348,Ultra Console,Books,730.58,115.23,3,12
349,Basic Hardware,Software,429.89,192.74,235,41
350,Super System,Books,282.89,469.02,742,24
351,Premium Software,Hardware,768.39,442.46,16,40
352,Professional Service,Clothing,598.0,225.99,688,100
353,Premium Tool,Electronics,408.24,121.0,222,17
354,Deluxe Console,Sports,241.82,458.62,589,50
355,Wireless Hub,Toys,244.53,438.75,676,76
356,Professional Software,Sports,282.4,280.58,605,32
357,Ultra Console,Food,56.42,175.49,658,95
358,Ultra Console,Toys,699.35,207.09,307,58
359,Deluxe Console,Food,248.56,116.55,878,100
360,Deluxe Hardware,Electronics,566.76,484.05,570,77
361,Deluxe Software,Home & Garden,262.45,168.48,80,67
362,Advanced Service,Software,727.34,99.29,274,58
363,Wireless Hub,Electronics,874.88,98.14,779,85
364,Smart Tool,Food,216.8,453.98,310,11
365,Professional Tool,Clothing,749.41,378.39,936,41
366,Wireless Tool,Beauty,915.98,278.28,794,46
367,Ultra Hardware,Software,652.23,157.67,368,75
368,Super Hardware,Clothing,804.79,362.59,779,50
369,Professional System,Toys,419.79,283.45,226,28
370,Premium Solution,Software,935.41,291.68,427,47
371,Deluxe Tool,Toys,237.72,287.05,251,73
372,Smart System,Sports,765.73,246.87,740,92
373,Super Hardware,Books,735.44,179.33,143,79
374,Super Product,Software,990.42,478.83,536,14
375,Standard Device,Electronics,418.27,422.06,236,18
376,Deluxe Device,Home & Garden,510.68,189.73,632,91
377,Wireless Hardware,Food,25.57,268.45,421,11
378,Premium Console,Sports,540.38,146.91,514,99
379,Ultra Product,Clothing,918.87,264.57,246,34
380,Wireless Console,Sports,817.06,137.33,406,20
381,Advanced Software,Food,569.35,495.17,231,48
382,Standard Device,Clothing,411.23,191.7,487,17
383,Premium Product,Clothing,504.86,219.79,803,52
384,Wireless Service,Software,919.96,118.73,922,98
385,Wireless Hardware,Sports,56.1,41.8,947,45
386,Smart Hub,Electronics,187.56,425.96,16,36
387,Wireless Product,Beauty,929.59,153.14,577,40
388,Wireless Software,Software,338.41,379.03,143,98
389,Standard Console,Toys,63.16,221.36,858,19
390,Advanced Hub,Hardware,955.31,201.37,792,51
391,Premium Solution,Food,495.7,181.13,963,58
392,Ultra Product,Hardware,664.07,47.42,633,47
393,Professional Service,Clothing,275.29,193.1,802,91
394,Deluxe Software,Toys,367.09,50.3,965,49
395,Super System,Sports,111.21,48.21,441,67
396,Smart Console,Software,413.96,18.0,362,80
397,Standard Hub,Hardware,786.59,432.54,12,47
398,Ultra Software,Clothing,727.6,281.97,248,83
399,Smart Product,Beauty,177.81,138.11,274,73
400,Deluxe Service,Books,440.33,213.45,495,19
401,Advanced Solution,Home & Garden,723.69,250.42,631,35
402,Super Service,Books,311.61,474.67,340,89
403,Ultra System,Food,341.39,408.66,880,93
404,Wireless Product,Sports,327.46,473.9,205,71
405,Advanced Product,Beauty,969.04,149.27,711,91
406,Super Hub,Home & Garden,332.63,143.75,804,60
407,Advanced Service,Hardware,207.8,498.65,184,97
408,Smart Device,Food,943.55,108.78,816,47
409,Standard Software,Food,147.79,154.9,258,94
410,Deluxe Software,Beauty,83.23,495.4,490,84
411,Ultra Console,Software,924.26,435.47,428,79
412,Premium System,Software,597.88,457.63,111,41
413,Advanced Product,Hardware,53.85,491.89,693,92
414,Ultra System,Beauty,114.89,53.81,227,75
415,Smart Console,Hardware,690.79,114.41,383,60
416,Super Hub,Software,159.24,498.86,494,23
417,Basic Software,Clothing,124.91,470.63,145,54
418,Basic System,Food,786.43,262.95,356,70
419,Standard Hardware,Food,325.72,153.63,829,100
420,Standard Device,Toys,651.49,340.18,168,41
421,Smart Product,Software,168.53,282.13,981,69
422,Professional Software,Books,194.52,330.37,405,13
423,Wireless Tool,Food,596.28,197.47,721,37
424,Professional Solution,Clothing,581.57,400.75,549,33
425,Advanced System,Home & Garden,462.97,134.86,883,72
426,Smart System,Hardware,394.75,199.31,116,54
427,Advanced Hardware,Hardware,180.8,338.43,819,48
428,Wireless Hub,Clothing,675.39,160.03,244,49
429,Standard Product,Toys,696.5,257.86,428,86
430,Deluxe Hub,Beauty,428.81,245.9,550,98
431,Deluxe Console,Books,494.75,74.45,322,67
432,Wireless Device,Toys,952.32,244.88,199,59
433,Smart Console,Food,415.04,248.4,727,66
434,Super Product,Clothing,569.74,398.96,225,47
435,Premium Solution,Home & Garden,542.23,88.26,468,82
436,Super Console,Software,122.08,61.53,793,79
437,Advanced Console,Electronics,762.4,223.48,223,64
438,Standard Tool,Sports,876.06,20.95,269,54
439,Standard Hardware,Clothing,777.88,122.29,830,85
440,Advanced Hub,Beauty,174.32,73.92,211,36
441,Premium Hub,Toys,536.96,300.44,172,51
442,Basic Solution,Hardware,274.67,429.72,921,96
443,Standard Product,Beauty,919.58,496.28,887,93
444,Deluxe Product,Home & Garden,154.78,164.44,253,96
445,Ultra Hardware,Books,581.65,138.01,424,58
446,Super Service,Clothing,408.82,376.15,711,57
447,Super Hardware,Toys,586.14,435.11,867,21
448,Super System,Clothing,797.72,201.87,991,64
449,Professional Hardware,Sports,329.64,145.38,560,83
450,Deluxe Hub,Food,790.42,447.61,780,16
451,Premium Service,Food,26.12,465.07,161,66
452,Super Device,Beauty,210.3,345.85,135,93
453,Basic Product,Sports,102.41,183.42,84,57
454,Deluxe Device,Beauty,629.35,364.36,773,39
455,Ultra Service,Clothing,11.08,241.02,135,85
456,Professional Console,Food,19.19,349.32,836,25
457,Ultra Product,Food,80.12,194.62,748,23
458,Standard System,Toys,882.18,72.88,792,27
459,Deluxe Service,Software,567.66,307.11,168,66
460,Advanced Tool,Books,920.7,309.96,453,37
461,Standard Service,Books,754.92,296.84,393,54
462,Ultra System,Books,255.31,324.09,254,80
463,Wireless Hub,Hardware,292.07,470.93,27,94
464,Basic Tool,Software,610.86,98.38,401,47
465,Premium Tool,Food,392.03,124.34,653,86
466,Standard Console,Electronics,987.01,467.29,135,59
467,Wireless Software,Toys,550.89,90.52,482,19
468,Premium Hub,Clothing,23.66,111.79,944,17
469,Ultra Console,Sports,632.28,253.02,425,64
470,Ultra Service,Software,542.28,80.58,85,49
471,Standard Console,Home & Garden,974.57,81.91,334,60
472,Wireless Service,Sports,701.69,366.33,866,40
473,Premium Tool,Clothing,925.38,62.41,626,87
474,Premium Solution,Books,128.25,355.41,718,11
475,Deluxe Hardware,Toys,527.78,392.58,738,43
476,Deluxe System,Books,752.28,437.36,750,25
477,Premium System,Beauty,279.26,36.62,729,83
478,Standard Hardware,Food,515.67,32.44,879,82
479,Deluxe System,Books,262.56,55.94,587,96
480,Standard Tool,Software,12.54,430.05,12,41
481,Premium Hardware,Toys,389.15,79.29,953,14
482,Smart Software,Home & Garden,328.58,211.05,737,50
483,Basic Service,Hardware,379.08,253.51,923,16
484,Deluxe Tool,Software,981.6,477.27,70,69
485,Basic Solution,Toys,95.52,231.09,377,35
486,Basic Hub,Sports,742.18,125.08,377,85
487,Super Tool,Software,762.88,126.34,6,62
488,Premium Tool,Software,352.96,420.59,898,11
489,Advanced Device,Beauty,850.52,364.97,106,36
490,Smart Tool,Beauty,497.11,34.65,145,45
491,Standard Device,Home & Garden,898.31,262.28,717,57
492,Super Service,Hardware,104.62,71.09,839,60
493,Standard Hub,Hardware,71.66,332.91,133,40
494,Basic Solution,Toys,926.78,199.51,851,51
495,Advanced Hardware,Sports,241.28,472.06,139,84
496,Standard Product,Clothing,172.73,235.7,416,25
497,Smart System,Home & Garden,457.4,234.36,872,25
498,Standard Product,Sports,828.12,349.95,41,37
499,Advanced Product,Clothing,714.05,484.36,405,75
500,Premium Solution,Sports,821.89,91.06,974,61
